ride_id,sample_idx,_elapsed_ms,ts_utc,ts_pst,ms_today,cf_accel,cf_brake,cf_cruise,cf_turn_left,cf_turn_right,cf_carve_left,cf_carve_right,cf_ascent,cf_descent,cf_traction_loss,cf_idle,cf_forward,cf_reverse,speed_meters_per_sec,erpm,duty_cycle,current_in,current_motor,d_axis_current,q_axis_current,roll,pitch,yaw,accX,accY,accZ,gyroX,gyroY,gyroZ,gnss_lat,fault_code,d_axis_voltage,q_axis_voltage,tacho_meters,tacho_abs_meters,gnss_lon,gnss_alt,gnss_gVel,gnss_vVel,input_voltage,temp_mos_max,temp_motor,battery_level,dt_ms,_on_grid
,1026,102600.0,2025-10-02 20:45:24.578000+00:00,2025-10-02 13:45:24.578,74724578,0.0,1.0,0.0,,,,,,,0.0,0.0,0.95,0.0,2.9855862068965515,3107.2413793103447,0.170551724137931,-3.237586206896552,-21.596896551724136,0.0641379310344827,-21.55862068965517,-0.0071476855172413,0.0172649620689655,-2.3132889655172413,-0.0244602896551724,0.0144536013793103,1.0032203448275865,-7.482859448275861,-3.205915172413793,-3.832248275862068,47.60056291,,1.5176206896551725,8.597344827586207,645.1744827586207,646.0224827586206,-122.82535569,100.935946,3.298177,0.0,82.51724137931035,22.9,22.0,0.937,100,True
,1027,102700.0,2025-10-02 20:45:24.678000+00:00,2025-10-02 13:45:24.678,74724678,0.0,1.0,0.0,,,,,,,0.0,0.0,0.95,0.0,2.9,3073.366666666667,0.1584888888888888,-3.352444444444445,-23.194555555555556,-0.1042222222222222,-23.231666666666666,0.0004794593333333,0.0090891544444444,-2.2899886666666665,-0.1044099833333333,0.2006628468888888,1.0021179999999998,-5.052621411111112,-7.274974444444444,-25.883826666666664,47.60056291,,1.6102777777777777,8.353033333333334,645.484,646.332,-122.82535569,100.935946,3.298177,0.0,82.61777777777777,22.9,22.0,0.937,100,True
,1028,102800.0,2025-10-02 20:45:24.778000+00:00,2025-10-02 13:45:24.778,74724778,0.0,1.0,0.0,,,,,,,0.0,0.0,0.95,0.0,2.899313953488372,3025.3488372093025,0.1196744186046511,-4.692674418604651,-39.51372093023256,-0.346046511627907,-39.66488372093024,-0.0105138722093023,0.0022815844186046,-2.2064259302325584,-0.0055553976744185,0.2739098372093023,1.000331976744186,8.708831860465116,0.0019038372093032,-71.29438139534884,47.60056291,,2.7585697674418603,7.021244186046512,645.6712906976744,646.5192906976745,-122.82535569,100.935946,3.298177,0.0,82.93720930232558,22.9,22.0,0.937686046511628,100,True
,1029,102900.0,2025-10-02 20:45:24.878000+00:00,2025-10-02 13:45:24.878,74724878,0.0,1.0,0.0,,,,,,,0.0,0.0,0.95,0.0,2.8372886597938147,2715.01030927835,0.1067422680412371,-4.480515463917525,-51.73082474226804,0.159381443298969,-51.63742268041237,-0.072035118556701,0.0194761944329896,-2.089637525773196,0.4598000391752577,-0.1319269072164948,1.0100342268041238,48.31025670103093,25.36555979381443,-58.86773608247423,47.60056291,,3.311103092783505,5.075701030927835,645.9489072164948,646.811206185567,-122.82535569,100.935946,3.298177,0.0,82.77422680412371,22.9,22.0,0.9387525773195876,100,True
,1030,103000.0,2025-10-02 20:45:24.978000+00:00,2025-10-02 13:45:24.978,74724978,0.0,1.0,0.0,,,,,,,0.0,0.0,0.95,0.0,2.516304347826087,2292.043478260869,0.102695652173913,-2.786521739130435,-32.70652173913044,0.2243478260869565,-32.584347826086955,-0.1217116782608695,0.0462496695652173,-2.0566365217391307,0.238328652173913,-0.1656932608695652,1.025711304347826,-5.402447826086956,22.74615652173913,17.9490304347826,47.60056291,,1.875434782608696,4.95695652173913,646.183,647.0500000000001,-122.82535569,100.935946,3.298177,0.0,82.3695652173913,22.9,22.0,0.9398260869565216,100,True
,1031,103100.0,2025-10-02 20:45:25.078000+00:00,2025-10-02 13:45:25.078,74725078,0.0,1.0,0.0,,,,,,,0.0,0.0,0.95,0.0,2.2101162790697675,2251.651162790697,0.1143720930232558,-1.1676744186046513,-12.947209302325582,0.0958139534883721,-12.88279069767442,-0.0818481720930232,0.0588772186046511,-2.1058827906976747,-0.0923337906976744,-0.3844483953488372,1.0301562790697674,-23.315811627906974,-0.8488930232558083,46.392765116279065,47.60056291,,0.7359767441860465,6.101255813953488,646.3355581395349,647.2025581395349,-122.82535569,100.935946,3.298177,0.0,82.23488372093023,22.9,22.0,0.94,100,True
,1032,103200.0,2025-10-02 20:45:25.178000+00:00,2025-10-02 13:45:25.178,74725178,0.0,1.0,0.0,,,,,,,0.0,0.0,0.95,0.0,2.1156593406593407,2254.912087912088,0.098032967032967,-2.132087912087912,-27.32813186813187,-0.0929670329670329,-27.39087912087912,-0.0645486516483516,0.0339233714285714,-2.1852875824175824,-0.0635533736263736,-0.2541915384615384,1.0168762637362638,-15.222564835164835,7.233892307692308,47.8262945054945,47.60056291,,1.4852637362637364,5.37778021978022,646.6826703296704,647.5726373626374,-122.82535569,100.935946,3.298177,0.0,82.38131868131869,22.9,22.0,0.94,100,True
,1033,103300.0,2025-10-02 20:45:25.278000+00:00,2025-10-02 13:45:25.278,74725278,0.0,1.0,0.0,,,,,,,0.0,0.0,0.95,0.0,1.9688021978021977,2061.3296703296705,0.0597912087912087,-2.7206593406593407,-42.31802197802197,-0.0182417582417582,-42.35659340659341,-0.0375662824175824,0.038220778021978,-2.262481868131868,0.1399406659340659,0.163195723076923,1.0135742857142858,-25.990461978021976,12.004796043956045,13.091688439560436,47.60056291,,2.0877692307692306,3.745120879120879,646.9815274725274,647.8865274725274,-122.82535569,100.935946,3.298177,0.0,82.42967032967033,22.9,22.0,0.94,100,True
,1034,103400.0,2025-10-02 20:45:25.378000+00:00,2025-10-02 13:45:25.378,74725378,0.0,1.0,0.0,,,,,,,0.0,0.0,0.95,0.0,1.897,1811.573033707865,0.070505617977528,-2.0752808988764047,-40.613707865168536,0.0582022471910112,-40.515280898876405,-0.0009513823595505,0.0503930651685393,-2.2614733707865167,0.2159999101123595,0.2343087752808988,1.0127242696629215,-12.780433707865171,3.864958314606741,-23.984068404494383,47.60056291,,1.7324831460674155,2.979280898876405,647.029,647.934,-122.82535569,100.935946,3.298177,0.0,82.23595505617978,22.9,22.0,0.94,100,True
,1035,103500.0,2025-10-02 20:45:25.478000+00:00,2025-10-02 13:45:25.478,74725478,0.0,1.0,0.0,,,,,,,0.0,0.0,0.95,0.0,1.6596511627906976,1575.7209302325582,0.0564418604651162,-1.54046511627907,-29.36837209302325,0.0990697674418604,-29.365581395348837,0.0450411602325581,0.0487507581395348,-2.205561627906977,0.0748777720930232,0.0442300511627906,1.01366,-48.55547441860465,-2.508560232558139,-36.38924651162791,47.60056291,,1.1083953488372094,3.0529767441860463,647.176488372093,648.0814883720931,-122.82535569,100.935946,3.298177,0.0,82.10232558139535,22.9,22.0,0.94,100,True
,1036,103600.0,2025-10-02 20:45:25.578000+00:00,2025-10-02 13:45:25.578,74725578,0.0,1.0,0.0,,,,,,,0.0,0.0,0.95,0.0,1.482747474747475,1393.8080808080808,0.056,-1.1934343434343435,-24.536666666666665,0.0901010101010101,-24.43767676767677,0.0775404171717171,0.0524691383838383,-2.1304340404040403,0.065479598989899,-0.4246983878787879,1.0115816161616162,31.57069494949495,16.490831818181817,-56.80738080808081,47.600543013030304,,0.8376262626262626,2.856050505050505,647.3106666666666,648.2156666666666,-122.82534996838385,100.85727458949496,2.190650708686869,0.0,82.0010101010101,22.998989898989898,22.0,0.939010101010101,100,True
,1037,103700.0,2025-10-02 20:45:25.678000+00:00,2025-10-02 13:45:25.678,74725678,0.0,1.0,0.0,,,,,,,0.0,0.0,0.95,0.0,1.3087333333333333,1277.2888888888888,0.0486444444444444,-0.9168888888888888,-18.588444444444445,-0.0053333333333333,-18.550222222222224,-0.0368178622222222,0.0484991933333333,-2.065271111111111,-0.0509398955555555,0.0041551999999999,1.0047055555555555,66.69001333333333,-9.486137777777778,-9.605208,47.60054281,,0.6121555555555556,2.867311111111111,647.4450888888889,648.3500888888889,-122.82534991,100.85647182,2.17934942,0.0,82.0,23.0,22.0,0.938822222222222,100,True
,1038,103800.0,2025-10-02 20:45:25.778000+00:00,2025-10-02 13:45:25.778,74725778,0.0,1.0,0.0,,,,,,,0.0,0.0,0.95,0.0,1.187,1183.428571428571,0.0521428571428571,-0.7214285714285714,-16.004285714285714,-0.0042857142857142,-15.951428571428572,-0.0953373428571428,0.0395933571428571,-2.0715828571428574,0.0230112,-0.0536599,1.000254,14.158985714285716,0.1646485714285714,17.19627857142857,47.60054281,,0.5031428571428571,2.690857142857143,647.5651428571429,648.4698571428571,-122.82534991,100.85647182,2.17934942,0.0,81.97142857142858,23.0,22.0,0.938,100,True
,1039,103900.0,2025-10-02 20:45:25.878000+00:00,2025-10-02 13:45:25.878,74725878,0.0,1.0,0.0,,,,,,,0.0,0.0,0.95,0.0,1.0981538461538465,1153.1538461538462,0.063076923076923,-0.4384615384615384,-8.474615384615385,0.0369230769230769,-8.414615384615384,-0.0893058923076923,0.0297641923076923,-2.1169015384615384,-0.0978756461538461,-0.0311414384615384,0.9941109230769232,-3.876223076923077,-6.380126153846154,31.645284615384615,47.60054281,,0.2871538461538461,3.113,647.6691538461539,648.5735384615384,-122.82534991,100.85647182,2.17934942,0.0,81.9,23.0,22.0,0.9376153846153846,100,True
,1040,104000.0,2025-10-02 20:45:25.978000+00:00,2025-10-02 13:45:25.978,74725978,0.0,1.0,0.0,,,,,,,0.0,0.0,0.95,0.0,1.0864516129032258,1177.1505376344087,0.0529032258064516,-0.4535483870967742,-8.265483870967742,-0.0094623655913978,-8.304408602150538,-0.0934730387096774,0.0146904113978494,-2.16594623655914,-0.1247116107526881,0.0122819752688172,0.988697870967742,14.057018279569892,-8.299837419354839,26.40411075268817,47.60054281,,0.2389784946236559,3.253172043010753,647.7762043010753,648.6807311827956,-122.82534991,100.85647182,2.17934942,0.0,81.947311827957,23.0,22.0,0.9365268817204302,100,True
,1041,104100.0,2025-10-02 20:45:26.078000+00:00,2025-10-02 13:45:26.078,74726078,0.0,1.0,0.0,,,,,,,0.0,0.0,0.95,0.0,1.0587717391304348,1127.4565217391305,0.0461086956521739,-0.6354347826086957,-14.398152173913044,0.0077173913043478,-14.38608695652174,-0.1040079891304347,0.0072789903260869,-2.213992282608696,0.045115579347826,0.0615311728260869,0.9896891847826088,-0.7799652173913039,2.270867282608694,28.43294456521739,47.60054281,,0.3540108695652174,2.717923913043478,647.9352173913044,648.8397717391305,-122.82534991,100.85647182,2.17934942,0.0,81.9445652173913,23.0,22.0,0.9354456521739132,100,True
,1042,104200.0,2025-10-02 20:45:26.178000+00:00,2025-10-02 13:45:26.178,74726178,0.0,1.0,0.0,,,,,,,0.0,0.0,0.95,0.0,0.9991503759398496,1060.7067669172932,0.0434511278195488,-0.4581954887218046,-11.407443609022556,0.0078195488721804,-11.381804511278194,-0.0953281090225563,0.0101859615037593,-2.254450827067669,0.0012878270676691,0.014420854887218,0.9923872030075188,-8.337711654135338,6.452023909774436,29.916633082706767,47.60054281,,0.280984962406015,2.6103383458646614,648.0735639097744,648.9781203007519,-122.82534991,100.85647182,2.17934942,0.0,81.9,23.0,22.0,0.9345563909774436,100,True
,1043,104300.0,2025-10-02 20:45:26.278000+00:00,2025-10-02 13:45:26.278,74726278,0.0,1.0,0.0,,,,,,,0.0,0.0,0.95,0.0,0.9473095238095238,998.404761904762,0.0365238095238095,-0.2945238095238095,-10.432857142857143,-0.0138095238095238,-10.425714285714283,-0.0780729714285714,0.008678063095238,-2.2887671428571426,-0.0053826666666666,0.0471503452380952,0.9922602857142856,-13.35462976190476,8.708070952380952,22.372207142857143,47.60054281,,0.2541190476190476,2.459452380952381,648.168,649.0723095238095,-122.82534991,100.85647182,2.17934942,0.0,81.9,23.0,22.0,0.934,100,True
,1044,104400.0,2025-10-02 20:45:26.378000+00:00,2025-10-02 13:45:26.378,74726378,0.0,1.0,0.0,,,,,,,0.0,0.0,0.95,0.0,0.89,891.6086956521739,0.0364782608695652,-0.4313043478260869,-16.810434782608695,0.0319565217391304,-16.738695652173913,-0.0356738056521739,-0.0017554804347826,-2.3231986956521737,0.0469784130434782,0.4034662608695652,0.9900738913043478,-40.62194782608696,1.7775043478260848,4.169843478260869,47.60054281,,0.3367391304347826,1.803717391304348,648.226,649.131,-122.82534991,100.85647182,2.17934942,0.0,81.85434782608696,23.0,22.0,0.934,100,True
,1045,104500.0,2025-10-02 20:45:26.478000+00:00,2025-10-02 13:45:26.478,74726478,0.0,1.0,0.0,,,,,,,0.0,0.0,0.95,0.0,0.844945054945055,850.7582417582418,0.0402527472527472,-0.311978021978022,-8.561868131868131,0.015054945054945,-8.528351648351649,0.0541614312087912,-0.0058455807692307,-2.337521318681319,-0.1395815164835164,0.0932327802197802,0.9900865824175824,-44.35641868131869,-10.500392857142856,-9.84811758241758,47.60053657373626,,0.1394505494505494,2.1669340659340657,648.2677582417582,649.1727582417582,-122.8253493056044,100.95530250131868,1.7015927771428572,0.0,81.8,23.0,22.0,0.9334505494505496,100,True
,1046,104600.0,2025-10-02 20:45:26.578000+00:00,2025-10-02 13:45:26.578,74726578,0.0,1.0,0.0,,,,,,,0.0,0.0,0.95,0.0,0.7988222222222222,800.7333333333333,0.0262,-0.3365555555555555,-13.426333333333334,-0.0365555555555555,-13.465333333333334,0.1279292866666666,-0.0113168833333333,-2.294512,-0.1005821088888888,-0.2774327666666666,0.990292022222222,-39.97104888888889,1.662446677777778,-30.33940444444444,47.60053146,,0.2098,1.710922222222222,648.3452666666667,649.2502666666667,-122.82534881,101.03634366,1.30983233,0.0,81.8,23.0,22.0,0.9323444444444444,100,True
,1047,104700.0,2025-10-02 20:45:26.678000+00:00,2025-10-02 13:45:26.678,74726678,,,,,,,,,,,0.0,0.95,0.0,0.7376896551724138,681.2413793103449,0.0358620689655172,-0.1893103448275862,-8.794137931034484,0.0393103448275862,-8.69758620689655,0.1970423448275862,-0.0009756762068965,-2.2093520689655173,0.0378736655172413,-0.4375656551724138,0.9969443448275862,-49.06176551724138,16.788654482758623,-54.76523103448275,47.60053146,,0.1296206896551724,1.5629310344827585,648.4203448275862,649.3253448275863,-122.82534881,101.03634366,1.30983233,0.0,81.8,23.079310344827583,22.0,0.932,100,True
,1048,104800.0,2025-10-02 20:45:26.778000+00:00,2025-10-02 13:45:26.778,74726778,,,,,,,,,,,0.0,0.95,0.0,0.6253370786516854,555.5730337078652,0.0234157303370786,-0.1131460674157303,-5.239438202247191,0.0139325842696629,-5.24685393258427,0.2840001123595506,-0.0024148735955056,-2.117446179775281,0.0708149629213483,-0.4436961123595505,0.9949674382022472,-28.96459325842697,18.374939325842696,-48.69527303370786,47.60053146,,0.0676741573033707,1.3738539325842698,648.485595505618,649.390595505618,-122.82534881,101.03634366,1.30983233,0.0,81.8,23.007865168539325,22.0,0.9310786516853932,100,True
,1049,104900.0,2025-10-02 20:45:26.878000+00:00,2025-10-02 13:45:26.878,74726878,,,,,,,,,,,0.0,0.95,0.0,0.50974,499.88,0.03874,0.1131999999999999,1.9532,0.0037999999999999,2.0138,0.27929096,0.0036397507999999,-2.0554198,0.019135106,-0.44205222,0.9914284,16.24849800000001,16.766178,-50.275514,47.60053146,,0.02284,1.60214,648.5371200000001,649.4415,-122.82534881,101.03634366,1.30983233,0.0,81.738,23.0,22.0,0.92976,100,True
,1050,105000.0,2025-10-02 20:45:26.978000+00:00,2025-10-02 13:45:26.978,74726978,,,,,,,,,,,0.0,0.95,0.0,0.444,498.3636363636364,0.0443801652892562,0.2038016528925619,5.221652892561983,-0.0035537190082644,5.274793388429752,0.2455241983471074,0.0025619339669421,-1.9967986776859503,-0.0754260297520661,-0.4189387438016529,0.9831267520661156,48.80613801652893,8.287468512396696,-46.88016611570248,47.60053146,,-0.0239669421487603,1.7995537190082644,648.566,649.47,-122.82534881,101.03634366,1.30983233,0.0,81.7,23.03553719008265,22.0,0.929,100,True
,1051,105100.0,2025-10-02 20:45:27.078000+00:00,2025-10-02 13:45:27.078,74727078,,,,,,,,,,,0.0,0.95,0.0,0.4617977528089887,553.438202247191,0.0342696629213483,0.0631460674157303,1.5105617977528087,-0.0050561797752808,1.467977528089888,0.1594018314606741,-0.0096408374157303,-1.92955595505618,-0.1496256651685393,-0.233610404494382,0.967907786516854,45.21995887640449,-4.264422943820224,-35.31100786516854,47.60053146,,-0.0476629213483146,1.807123595505618,648.5892359550562,649.4934831460674,-122.82534881,101.03634366,1.30983233,0.0,81.7247191011236,23.1,22.0,0.928752808988764,100,True
,1052,105200.0,2025-10-02 20:45:27.178000+00:00,2025-10-02 13:45:27.178,74727178,,,,,,,,,,,0.0,0.95,0.0,0.5139795918367347,559.5612244897959,0.0323673469387755,-0.0931632653061224,-3.451122448979592,0.0201020408163265,-3.447551020408163,0.0523851928571428,-0.0187699204081632,-1.846069693877551,-0.0077439020408163,0.0560846020408163,0.956694224489796,-3.628409183673469,0.6190475510204081,-25.08925918367347,47.60053146,,-0.0073673469387755,1.568622448979592,648.6916530612244,649.5966530612245,-122.82534881,101.03634366,1.30983233,0.0,81.76632653061225,23.066326530612248,22.0,0.9276632653061224,100,True
,1053,105300.0,2025-10-02 20:45:27.278000+00:00,2025-10-02 13:45:27.278,74727278,,,,,,,,,,,0.0,0.95,0.0,0.51,540.2209302325581,0.0467325581395348,0.0620930232558139,0.9468604651162792,0.0155813953488372,1.0050000000000003,0.0690242244186046,-0.0180578244186046,-1.8064774418604648,0.000660165116279,-0.1842237558139535,0.9580053255813952,-5.7943186046511626,0.2275104651162784,-20.778718604651164,47.60053146,,-0.0249883720930232,1.7382558139534885,648.754,649.659,-122.82534881,101.03634366,1.30983233,0.0,81.7,23.0,22.0,0.927,100,True
,1054,105400.0,2025-10-02 20:45:27.378000+00:00,2025-10-02 13:45:27.378,74727378,,,,,,,,,,,0.0,0.95,0.0,0.524,577.5384615384615,0.0569230769230769,0.2938461538461538,6.7384615384615385,-0.0092307692307692,6.754615384615384,0.0450376846153846,-0.0271008461538461,-1.7664623076923076,-0.0754750461538461,-0.182544923076923,0.9598432307692308,31.953341538461537,-5.12161923076923,-17.437015384615385,47.60053146,,-0.041,2.190230769230769,648.7895384615385,649.6945384615385,-122.82534881,101.03634366,1.30983233,0.0,81.7,23.0,22.0,0.9264615384615386,100,True
,1055,105500.0,2025-10-02 20:45:27.478000+00:00,2025-10-02 13:45:27.478,74727478,,,,,,,,,,,0.0,0.95,0.0,0.5685692307692308,657.0769230769231,0.0506461538461538,0.2730769230769231,5.958307692307692,-0.0089230769230769,5.919384615384615,-0.0152159461538461,-0.0388181907692307,-1.7413252307692306,-0.1247529692307692,-0.0839447076923076,0.9622185076923075,43.311287692307694,-9.013156923076924,-11.269170769230769,47.60052827,,-0.0227076923076923,2.4210307692307693,648.8454307692308,649.7499846153846,-122.82534947923077,101.0378279513846,1.0828949804615386,0.0,81.7,23.0,22.0,0.9255538461538462,100,True
,1056,105600.0,2025-10-02 20:45:27.578000+00:00,2025-10-02 13:45:27.578,74727578,,,,,,,,,,,0.0,0.95,0.0,0.6355106382978724,728.4255319148937,0.0380425531914893,0.0589361702127659,0.2614893617021274,-0.0170212765957446,0.2025531914893612,-0.0667734489361702,-0.043331944680851,-1.736455744680851,-0.0978636834042553,0.0077967234042553,0.9668206170212764,26.71337659574468,-5.001280851063831,-0.2173085106382988,47.60052431,,0.0312765957446808,2.3227872340425533,648.905,649.8092978723404,-122.82535031,101.03967052,0.80117965,0.0,81.72978723404256,23.0,22.0,0.9247021276595744,100,True
,1057,105700.0,2025-10-02 20:45:27.678000+00:00,2025-10-02 13:45:27.678,74727678,,,,,,,,,,,0.0,0.95,0.0,0.7005869565217391,743.3913043478261,0.0206739130434782,-0.2758695652173913,-12.094347826086958,-0.0321739130434782,-12.163260869565216,-0.1039538086956521,-0.0370463086956521,-1.7543660869565216,0.0182519039130434,-0.0698365217391304,0.975797804347826,19.89420869565217,10.459194130434785,19.605704347826087,47.60052431,,0.1615434782608695,1.6230434782608696,648.9953913043479,649.9003913043479,-122.82535031,101.03967052,0.80117965,0.0,81.8,23.0,22.0,0.9236304347826088,100,True
,1058,105800.0,2025-10-02 20:45:27.778000+00:00,2025-10-02 13:45:27.778,74727778,,,,,,,,,,,0.0,0.95,0.0,0.681,709.5,0.0115,-0.265,-21.025,-0.035,-21.065,-0.127887,-0.02682935,-1.7961049999999998,-0.0399699,0.2503345,0.9818545,-0.3749500000000001,5.364425000000001,20.07965,47.60052431,,0.262,0.9285,649.065,649.97,-122.82535031,101.03967052,0.80117965,0.0,81.8,23.0,22.0,0.923,100,True
ride_47,1059,105900.0,2025-10-02 20:45:27.878000+00:00,2025-10-02 13:45:27.878,74727878,,,,,,,,,,,0.0,0.95,0.0,0.632,618.0,0.008,-0.09,-26.71,0.04,-26.68,-0.080067,-0.0295854,-1.83716,0.124723,-0.195938,0.978772,-31.2016,6.1454,14.3085,47.60052431,0.0,0.293,0.402,649.159,650.064,-122.82535031,101.03967052,0.80117965,0.0,81.8,23.0,22.0,0.923,100,True
,1060,106000.0,2025-10-02 20:45:27.978000+00:00,2025-10-02 13:45:27.978,74727978,,,,,,,,,,,0.0,0.95,0.0,0.518,519.7835051546392,0.0137113402061855,-0.0591752577319587,-15.750927835051549,0.0783505154639175,-15.620927835051548,-0.0776391835051546,-0.0288934608247422,-1.8415505154639171,0.1158521237113402,-0.1450664958762886,0.9801805154639176,-20.30816391752577,5.138268144329897,13.63688969072165,47.60052431,,0.1953711340206185,0.6055360824742269,649.197,650.102,-122.82535031,101.03967052,0.80117965,0.0,81.77835051546391,23.0,22.0,0.922,100,True
,1061,106100.0,2025-10-02 20:45:28.078000+00:00,2025-10-02 13:45:28.078,74728078,,,,,,,,,,,0.0,0.95,0.0,0.4925,464.3,0.0431,0.067,-0.1750000000000007,0.0,-0.0809999999999999,-0.07730287,-0.02913019,-1.860578,0.0294317399999999,0.09860223,0.9859995,15.484086,-2.2202930000000007,9.496924,47.60052431,,-0.0105999999999999,1.4401000000000002,649.2084,650.1134,-122.82535031,101.03967052,0.80117965,0.0,81.7,23.0,22.0,0.922,100,True
,1062,106200.0,2025-10-02 20:45:28.178000+00:00,2025-10-02 13:45:28.178,74728178,,,,,,,,,,,0.0,0.95,0.0,0.4582083333333333,548.375,0.0531666666666666,0.2195833333333333,5.5754166666666665,0.0045833333333333,5.567083333333334,-0.0816255666666666,-0.0411103916666666,-1.873565,-0.080590875,0.1566012916666666,0.9874648333333332,-15.268447500000004,-8.388036249999999,8.1460975,47.60052431,,-0.049125,2.0603333333333333,649.2565416666666,650.1615416666666,-122.82535031,101.03967052,0.80117965,0.0,81.7,23.0,22.0,0.9215416666666668,100,True
,1063,106300.0,2025-10-02 20:45:28.278000+00:00,2025-10-02 13:45:28.278,74728278,,,,,,,,,,,0.0,0.95,0.0,0.5261818181818182,616.8181818181819,0.0286363636363636,0.0072727272727272,-0.6927272727272724,-0.0281818181818181,-0.7663636363636366,-0.0230285,-0.0468590909090909,-1.8837890909090909,-0.0775828363636363,-0.0620638181818182,0.9889246363636364,-41.77015454545455,-2.282720363636364,2.276894545454548,47.60052431,,0.0318181818181818,1.9201818181818184,649.3076363636363,650.2126363636364,-122.82535031,101.03967052,0.80117965,0.0,81.75454545454545,23.0,22.0,0.921,100,True
,1064,106400.0,2025-10-02 20:45:28.378000+00:00,2025-10-02 13:45:28.378,74728378,,,,,,,,,,,0.0,0.95,0.0,0.5481492537313434,606.4179104477612,0.0113432835820895,-0.146865671641791,-7.097611940298507,-0.0197014925373134,-7.144925373134328,0.0257913656716417,-0.0398085746268656,-1.882261343283582,0.0440189044776119,-0.0739621791044776,0.9929588358208956,-21.1293552238806,6.914505626865672,-6.504824179104477,47.60052431,,0.0832835820895522,1.4845373134328357,649.3755671641791,650.2805671641792,-122.82535031,101.03967052,0.80117965,0.0,81.8,23.0,22.044776119402982,0.92055223880597,100,True
,1065,106500.0,2025-10-02 20:45:28.478000+00:00,2025-10-02 13:45:28.478,74728478,,,,,,,,,,,0.0,0.95,0.0,0.504,516.7142857142857,0.0192857142857142,-0.1428571428571428,-9.135714285714286,0.0271428571428571,-9.097142857142856,0.0375562285714285,-0.0278466428571428,-1.873072857142857,0.1633670571428571,-0.0771707142857143,0.9971635714285714,14.19345,13.749671428571428,-6.808331428571428,47.600522698571424,,0.1008571428571428,1.0858571428571429,649.4435714285714,650.3485714285714,-122.82535109,101.04453194857145,0.7485124585714286,0.0,81.77142857142857,23.0,22.071428571428573,0.9197142857142856,100,True
,1066,106600.0,2025-10-02 20:45:28.578000+00:00,2025-10-02 13:45:28.578,74728578,,,,,,,,,,,0.0,0.95,0.0,0.4096111111111111,407.27777777777777,0.0365555555555555,-0.0305555555555555,-4.111666666666667,-0.0033333333333333,-4.071111111111111,-0.0199201611111111,-0.0153401111111111,-1.8656066666666664,-0.0400077388888888,-0.1760572222222222,0.998026,38.02343888888889,2.1028,0.4486544444444447,47.60051867,,0.0185555555555555,1.058388888888889,649.4812777777778,650.3862777777778,-122.82535304,101.05668552,0.61684448,0.0,81.7,23.0,22.038888888888888,0.919,100,True
,1067,106700.0,2025-10-02 20:45:28.678000+00:00,2025-10-02 13:45:28.678,74728678,,,,,,,,,,,0.0,0.95,0.0,0.393,443.0,0.0265,0.025,0.96,-0.015,0.94,-0.0933388,-0.0166354,-1.869205,-0.11680125,0.1887464999999999,0.992917,5.911100000000001,-9.262325,3.37462915,47.60051867,,-0.071,1.4335,649.5174999999999,650.4225,-122.82535304,101.05668552,0.61684448,0.0,81.75,23.0,22.1,0.919,100,True
,1068,106800.0,2025-10-02 20:45:28.778000+00:00,2025-10-02 13:45:28.778,74728778,,,,,,,,,,,0.0,0.95,0.0,0.438375,472.25,0.019,-0.04375,-2.3937500000000003,0.0225,-2.4125,-0.0498396875,-0.0238703625,-1.87952125,-0.0067115624999999,0.1303803125,0.988506875,-48.5058625,-1.3238437500000009,6.9698018625,47.60051867,,-0.0331249999999999,1.364875,649.5659999999999,650.4703750000001,-122.82535304,101.05668552,0.61684448,0.0,81.8,23.0,22.1,0.918375,100,True
,1069,106900.0,2025-10-02 20:45:28.878000+00:00,2025-10-02 13:45:28.878,74728878,,,,,,,,,,,0.0,0.95,0.0,0.453020618556701,468.639175257732,0.0150927835051546,-0.1069072164948453,-6.664226804123712,-0.0390721649484536,-6.664226804123712,0.0270007030927835,-0.0241391051546391,-1.8891861855670105,0.0085261460515463,-0.059123649484536,0.9860777938144332,-32.406660824742275,2.027654432989691,2.3405255670103102,47.60051867,,0.0327525773195876,1.0920103092783504,649.6095567010309,650.5142474226803,-122.82535304,101.05668552,0.61684448,0.0,81.8,23.0,22.1,0.918,100,True
,1070,107000.0,2025-10-02 20:45:28.978000+00:00,2025-10-02 13:45:28.978,74728978,,,,,,,,,,,0.0,0.95,0.0,0.4083023255813953,421.6744186046512,0.012,-0.0774418604651162,-4.852790697674418,0.0032558139534883,-4.844651162790698,0.0635144720930232,-0.0177837627906976,-1.8788683720930237,0.0203353583255813,-0.3787752093023255,0.9879404418604651,-3.09619,3.915270232558139,-12.870476279069766,47.60051867,,0.0111162790697674,1.0133720930232557,649.6519302325581,650.5569302325581,-122.82535304,101.05668552,0.61684448,0.0,81.8,23.0,22.1,0.918,100,True
